Label	Predicted	Score
Sandal	Ankle boot	0.585709
Ankle boot	Ankle boot	0.9999709
Ankle boot	Ankle boot	0.9999604
Trouser	Trouser	0.9999949
Bag	Bag	1.0
Pullover	Pullover	0.55153114
Sandal	Sandal	0.9999343
Sneaker	Sneaker	0.9972283
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.9993709
Bag	Bag	0.9896639
Trouser	Trouser	1.0
T-shirt/top	T-shirt/top	0.98222876
T-shirt/top	T-shirt/top	0.98202765
Shirt	Shirt	0.7413873
Trouser	Trouser	0.9999957
Sneaker	Sneaker	0.99782985
Trouser	Trouser	0.9999995
Trouser	Trouser	0.9999999
Sandal	Sandal	0.99836427
Sneaker	Sneaker	0.9973163
Trouser	Trouser	0.9999999
Sandal	Sandal	1.0
Pullover	Pullover	0.99748516
Pullover	Pullover	0.9912781
Dress	Dress	0.9884312
Dress	Dress	0.9856193
Trouser	Trouser	0.99999857
Trouser	Trouser	0.9999975
Coat	Coat	0.6681581
Ankle boot	Ankle boot	0.9999896
Coat	Coat	0.74448764
Dress	Dress	0.8986353
Sneaker	Sneaker	0.99005264
Sneaker	Sneaker	0.9995228
T-shirt/top	Shirt	0.6045443
Bag	Bag	0.99999976
Ankle boot	Ankle boot	0.99999547
Ankle boot	Ankle boot	0.9999443
Shirt	Shirt	0.93128437
Trouser	Trouser	0.99999976
Dress	Dress	0.2897034
Coat	Coat	0.93933785
T-shirt/top	T-shirt/top	0.99928457
T-shirt/top	T-shirt/top	0.90431696
Sandal	Sandal	0.9999995
Ankle boot	Ankle boot	0.99978536
Pullover	Pullover	0.9302085
T-shirt/top	T-shirt/top	0.86144036
Sandal	Sandal	0.9999999
Sandal	Sandal	0.99998665
Trouser	Trouser	1.0
Sandal	Sandal	0.999485
Sneaker	Sneaker	0.91119045
Bag	Bag	0.99999714
Sneaker	Sneaker	0.99862504
Sandal	Sandal	0.97297543
Dress	Dress	0.99932754
Shirt	Shirt	0.6829642
Coat	Shirt	0.5856775
T-shirt/top	T-shirt/top	0.9918188
Coat	Coat	0.98657876
T-shirt/top	T-shirt/top	0.98775256
Shirt	Shirt	0.4938504
T-shirt/top	T-shirt/top	0.94279724
Pullover	Pullover	0.999445
Sandal	Sandal	0.99999976
Sandal	Sandal	0.9999976
Trouser	Trouser	0.9999999
Pullover	Pullover	0.9989467
T-shirt/top	T-shirt/top	0.9610614
Ankle boot	Ankle boot	0.99995923
Dress	Dress	0.96696603
Sneaker	Sneaker	0.9996345
Bag	Bag	0.99834466
Shirt	Coat	0.77738285
Bag	Bag	0.99999976
Dress	Dress	0.99907506
Coat	Coat	0.9579433
Sneaker	Sneaker	0.68704623
T-shirt/top	T-shirt/top	0.9883626
Sneaker	Sneaker	0.9554936
Coat	Coat	0.9318361
Bag	Bag	0.9999926
T-shirt/top	T-shirt/top	0.49532667
Dress	Dress	0.99628997
Coat	Coat	0.93930954
Coat	Coat	0.61171883
Dress	Dress	0.9986229
Coat	Coat	0.7323621
Ankle boot	Ankle boot	0.99999
T-shirt/top	T-shirt/top	0.7915151
Shirt	Pullover	0.945119
Coat	Coat	0.86474556
Ankle boot	Ankle boot	0.99999464
Trouser	Trouser	1.0
Bag	Bag	0.99999666
Trouser	Trouser	0.9999987
Sneaker	Sneaker	0.92948586
Sandal	Sandal	0.99838054
Sandal	Sandal	0.997447
Shirt	Shirt	0.8695192
T-shirt/top	T-shirt/top	0.8673728
Pullover	Pullover	0.99718994
Trouser	Trouser	0.99999976
T-shirt/top	T-shirt/top	0.9975452
Sandal	Sandal	0.9998822
Coat	Coat	0.9547037
T-shirt/top	T-shirt/top	0.669061
T-shirt/top	T-shirt/top	0.995401
Shirt	Shirt	0.750134
Sneaker	Sneaker	0.9857512
Sandal	Sandal	0.8078527
T-shirt/top	T-shirt/top	0.99842477
Dress	Pullover	0.8151514
Sandal	Sandal	0.9999963
Ankle boot	Ankle boot	0.9997745
Shirt	Coat	0.8795612
Bag	Bag	0.99998486
T-shirt/top	Pullover	0.6011462
Shirt	T-shirt/top	0.49067068
Coat	Dress	0.7378213
Shirt	Shirt	0.8235456
Pullover	Pullover	0.9986564
Ankle boot	Ankle boot	0.9924631
Shirt	T-shirt/top	0.7692512
Sneaker	Sneaker	0.996014
Sneaker	Sneaker	0.7451729
Trouser	Trouser	0.9999287
Coat	Coat	0.96853954
Pullover	Pullover	0.9889882
Shirt	T-shirt/top	0.89512974
Sandal	Sandal	0.9999007
Dress	T-shirt/top	0.91852415
Ankle boot	Ankle boot	0.9992913
Ankle boot	Ankle boot	0.99859554
Bag	Bag	0.9999989
Bag	Bag	0.9999981
Dress	Dress	0.93170583
T-shirt/top	T-shirt/top	0.97217673
Pullover	Pullover	0.9978935
Coat	Coat	0.9180446
Shirt	Shirt	0.9950664
Shirt	Shirt	0.9401217
Dress	Dress	0.99924743
Pullover	Pullover	0.9945381
Dress	Dress	0.9990871
Sandal	Sandal	0.9997043
Coat	Pullover	0.7675064
Ankle boot	Ankle boot	0.99797827
Dress	Dress	0.99828076
Coat	Coat	0.5066115
Sneaker	Sneaker	0.9990073
Sneaker	Sneaker	0.99982685
T-shirt/top	Shirt	0.9882483
Dress	Dress	0.9634635
Sandal	Sandal	0.9842019
Sandal	Sandal	0.9999994
Shirt	Shirt	0.93214697
T-shirt/top	Shirt	0.6864353
Sandal	Sandal	0.99891114
Ankle boot	Ankle boot	0.99956244
Shirt	Pullover	0.42657647
Dress	Dress	0.94463336
Sneaker	Sneaker	0.54709226
Sandal	Sandal	0.9999428
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.99996066
Bag	Bag	0.9999974
Bag	Bag	0.9999999
Ankle boot	Ankle boot	0.99562126
Ankle boot	Ankle boot	0.99962854
Pullover	Pullover	0.9953881
Sneaker	Sneaker	0.9947607
Pullover	Pullover	0.95669585
Pullover	Pullover	0.99650866
Dress	Dress	0.9996302
Bag	Bag	0.9999994
Sneaker	Sneaker	0.97987807
Shirt	Coat	0.72556937
Coat	Coat	0.97371304
Sandal	Sandal	0.9999926
Coat	Coat	0.47242808
Dress	Trouser	0.34893385
Shirt	Shirt	0.9908551
Trouser	Trouser	0.9999988
Coat	Coat	0.9074894
Ankle boot	Ankle boot	0.9999701
Dress	Dress	0.9990706
Trouser	Trouser	1.0
Shirt	Shirt	0.99871373
Sandal	Sandal	0.99843496
T-shirt/top	T-shirt/top	0.99782604
Sandal	Sandal	0.9999621
Sneaker	Sneaker	0.9982638
Sandal	Sandal	0.99994314
Pullover	Pullover	0.9997241
Dress	Dress	0.9396141
Dress	Dress	0.9942768
Ankle boot	Ankle boot	0.9999714
Shirt	Shirt	0.7808702
Dress	Dress	0.99995005
Shirt	Shirt	0.9198382
T-shirt/top	T-shirt/top	0.9819577
Coat	Coat	0.9984309
Sandal	Ankle boot	0.44432175
T-shirt/top	Shirt	0.5581869
Coat	Coat	0.97706395
Ankle boot	Ankle boot	0.99838376
Coat	Shirt	0.70209944
Shirt	Shirt	0.8273113
Dress	Dress	0.9971431
Shirt	Pullover	0.48046476
Sneaker	Ankle boot	0.7168481
T-shirt/top	T-shirt/top	0.9414625
Pullover	Pullover	0.998517
Trouser	Trouser	0.9999999
Trouser	Trouser	0.99994445
Coat	Coat	0.91845995
Coat	Coat	0.932295
Bag	Bag	0.9715369
Sandal	Sandal	0.99999964
Ankle boot	Ankle boot	0.9999014
T-shirt/top	T-shirt/top	0.9959778
Trouser	Trouser	0.9999999
Shirt	Shirt	0.9770761
Sandal	Sandal	0.9999982
Trouser	Trouser	1.0
Coat	Coat	0.99346316
Coat	Coat	0.9597365
Bag	Bag	0.99996686
Coat	Pullover	0.9374745
Sneaker	Sneaker	0.6047221
Sneaker	Sneaker	0.9973922
Dress	Dress	0.9996432
Bag	Bag	0.9999999
Trouser	Trouser	0.9999989
Trouser	Trouser	0.9999949
Ankle boot	Ankle boot	0.99986565
Bag	Bag	0.99999976
Trouser	Trouser	0.99999857
Dress	Dress	0.97658896
Dress	Dress	0.9974915
Sneaker	Sneaker	0.99953735
Sandal	Sandal	0.9999596
Trouser	Trouser	0.91722304
Sandal	Sandal	0.99999356
Sneaker	Sneaker	0.9989066
Bag	Bag	0.999902
Ankle boot	Ankle boot	0.9997601
Shirt	Shirt	0.95175457
Dress	Dress	0.94924146
Sandal	Sandal	0.9998274
Bag	Bag	0.9999809
Coat	Coat	0.97334045
Coat	Coat	0.6200352
Dress	Dress	0.9933136
Bag	Bag	0.9999999
Coat	Coat	0.52384114
Sandal	Sandal	0.9988028
Sandal	Sandal	0.9999758
Shirt	Shirt	0.76123935
Sneaker	Sneaker	0.49283513
Trouser	Trouser	0.9999958
Sandal	Sandal	0.99999547
T-shirt/top	Dress	0.997973
Sandal	Sandal	0.99999845
Coat	Coat	0.98599166
Bag	Bag	0.99961025
Shirt	Shirt	0.97924453
Pullover	Pullover	0.9998343
Trouser	Trouser	1.0
Trouser	Trouser	0.9999993
Sneaker	Sneaker	0.9998349
Ankle boot	Ankle boot	0.9999788
Shirt	Shirt	0.86508733
Pullover	Pullover	0.9916398
Sneaker	Sneaker	0.9689192
T-shirt/top	T-shirt/top	0.79362214
Coat	Coat	0.976824
Bag	Bag	0.9999989
Pullover	Pullover	0.99953735
Pullover	Pullover	0.99344057
Shirt	Shirt	0.5636484
Shirt	Shirt	0.7261196
Shirt	Coat	0.8866676
Coat	Coat	0.9915161
Ankle boot	Ankle boot	0.9995782
Shirt	Shirt	0.98342806
Bag	Bag	0.99999833
Coat	Coat	0.996953
Sandal	Sandal	0.9999225
Ankle boot	Ankle boot	0.9889004
T-shirt/top	T-shirt/top	0.5805525
Dress	Dress	0.9817308
Ankle boot	Ankle boot	0.9999752
Coat	Shirt	0.9472191
Ankle boot	Ankle boot	0.99997354
Bag	Bag	0.99999976
Sneaker	Sneaker	0.99976987
Coat	Coat	0.9602129
Pullover	Pullover	0.9982014
Pullover	Pullover	0.9982765
Sandal	Sandal	0.9999987
Dress	Dress	0.9747107
Sneaker	Sneaker	0.9988167
Shirt	T-shirt/top	0.57701325
Sneaker	Sneaker	0.985235
Pullover	Pullover	0.9991295
Ankle boot	Ankle boot	0.9999875
Dress	Dress	0.9709581
Sneaker	Sneaker	0.99179345
T-shirt/top	T-shirt/top	0.6956177
Ankle boot	Ankle boot	0.99963915
Coat	Dress	0.68564796
Bag	Bag	0.99999726
Shirt	Shirt	0.55455345
Coat	Coat	0.9991628
Sneaker	Sneaker	0.8044398
Shirt	Pullover	0.8418332
Coat	Coat	0.72849953
Shirt	Shirt	0.9949504
Pullover	Pullover	0.99720997
T-shirt/top	T-shirt/top	0.9949942
Sneaker	Sneaker	0.9914723
Bag	Bag	0.9999969
Coat	Coat	0.99984515
Pullover	Pullover	0.99978536
Shirt	Shirt	0.41083786
Sandal	Sandal	0.9995505
Sandal	Sandal	0.9999902
Shirt	Shirt	0.9794397
Coat	Coat	0.9952793
Sandal	Sandal	0.9999931
Sandal	Sandal	0.99997914
Bag	Bag	0.99987173
Trouser	Trouser	0.9999994
Trouser	Trouser	0.99927706
Sneaker	Sneaker	0.9929463
Coat	Coat	0.81588465
Shirt	Shirt	0.6969966
Ankle boot	Ankle boot	0.9999988
Shirt	Shirt	0.9952964
Bag	Bag	0.9999995
Sneaker	Sneaker	0.9759193
Pullover	Pullover	0.8933063
Pullover	Pullover	0.53176564
Trouser	Trouser	0.99999964
Pullover	Shirt	0.72238487
Sneaker	Sneaker	0.93852216
Sneaker	Sneaker	0.97161406
Shirt	Shirt	0.5891546
Ankle boot	Ankle boot	0.99992585
Bag	Bag	0.9999833
Sandal	Sandal	0.99989355
Trouser	Trouser	0.9999999
Trouser	Trouser	0.999752
T-shirt/top	T-shirt/top	0.9907217
Pullover	Pullover	0.84475553
T-shirt/top	T-shirt/top	0.9408012
Ankle boot	Ankle boot	0.9999546
T-shirt/top	T-shirt/top	0.92788345
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.99998677
Shirt	Dress	0.4100616
Sandal	Sandal	0.9955395
Sandal	Sandal	0.9998964
Pullover	Pullover	0.98869216
T-shirt/top	T-shirt/top	0.9975115
Sneaker	Sneaker	0.9213216
T-shirt/top	T-shirt/top	0.9902986
Pullover	Pullover	0.9619586
T-shirt/top	T-shirt/top	0.62591606
Trouser	Trouser	1.0
Dress	Dress	0.978534
Trouser	Trouser	0.9999982
Dress	Dress	0.99831843
Coat	Coat	0.5798861
Sneaker	Ankle boot	0.9295174
Pullover	Pullover	0.9820004
Coat	Coat	0.9817784
Ankle boot	Ankle boot	0.99973434
Sandal	Sandal	0.9999695
Pullover	Pullover	0.99796814
Ankle boot	Ankle boot	0.999703
T-shirt/top	Shirt	0.66827637
Dress	Dress	0.9901411
Coat	Coat	0.98461074
Coat	Coat	0.8923455
Shirt	Shirt	0.6297132
Shirt	Shirt	0.73242074
Sandal	Sandal	0.9999732
Pullover	Pullover	0.99863726
Pullover	Pullover	0.9997433
Sandal	Sandal	0.999954
Shirt	Shirt	0.56891006
Trouser	Trouser	0.999998
Coat	Coat	0.79400814
Pullover	Pullover	0.982932
Sandal	Sandal	0.9992687
Coat	Coat	0.9981059
Coat	Coat	0.9979709
Bag	Bag	0.9999968
T-shirt/top	Shirt	0.62659705
Pullover	Pullover	0.9749737
Coat	Coat	0.93683577
T-shirt/top	T-shirt/top	0.9274375
Shirt	Shirt	0.878157
Pullover	Dress	0.40254784
Shirt	Shirt	0.6570626
Bag	Bag	0.9996549
Dress	Dress	0.99673367
Bag	Bag	0.9999995
Pullover	Pullover	0.9671646
T-shirt/top	T-shirt/top	0.9978733
Coat	Coat	0.6809747
Coat	Coat	0.7942415
Bag	Bag	0.99859697
Bag	Bag	0.997232
Coat	Coat	0.98394704
Sandal	Sandal	0.9999958
Pullover	Pullover	0.99898094
Pullover	Pullover	0.9999436
Dress	Dress	0.98439276
T-shirt/top	T-shirt/top	0.8644799
Trouser	Trouser	1.0
Ankle boot	Ankle boot	0.9999372
T-shirt/top	T-shirt/top	0.97722137
Ankle boot	Ankle boot	0.9999976
Trouser	Trouser	0.99999785
Ankle boot	Ankle boot	0.9993412
Shirt	Shirt	0.82858485
Sandal	Sandal	0.999374
Pullover	Pullover	0.91416186
Pullover	Pullover	0.98657507
Sneaker	Sneaker	0.9992988
Dress	Dress	0.9857744
Bag	Bag	0.99999905
Sandal	Sandal	0.9999858
T-shirt/top	Shirt	0.55302846
Bag	Bag	0.9437357
T-shirt/top	T-shirt/top	0.84750444
Sneaker	Sneaker	0.9590791
Sandal	Sandal	0.99999917
Sandal	Sandal	0.999998
Ankle boot	Ankle boot	0.99858725
Sandal	Sandal	0.99999666
T-shirt/top	T-shirt/top	0.88470495
Shirt	Shirt	0.6178939
T-shirt/top	T-shirt/top	0.9974485
Dress	Dress	0.9166974
Coat	Pullover	0.9241854
Coat	Coat	0.9728431
Coat	Coat	0.98721784
Bag	Sandal	0.5141627
Sneaker	Sneaker	0.9991399
Trouser	Trouser	0.9999995
Dress	Dress	0.9995937
Coat	Coat	0.99646384
T-shirt/top	Shirt	0.6816736
Shirt	Shirt	0.66340244
Sandal	Sandal	0.9999999
Trouser	Trouser	1.0
Shirt	Shirt	0.9526605
Sneaker	Sneaker	0.988473
Dress	Dress	0.99809736
Coat	Pullover	0.8556385
Bag	Bag	1.0
Bag	Bag	0.99781454
Pullover	Pullover	0.99401194
Bag	Bag	0.99999833
Ankle boot	Ankle boot	0.9991399
Coat	Coat	0.9951384
Trouser	Trouser	0.9994326
Shirt	Shirt	0.9731011
Sandal	Sandal	0.9999994
Pullover	Pullover	0.9994387
Sneaker	Sneaker	0.6155419
Bag	Bag	0.9995364
Sandal	Sandal	0.9999529
Dress	Shirt	0.56558716
Bag	Bag	1.0
Sandal	Sandal	0.99999964
Coat	Pullover	0.9720909
Pullover	Pullover	0.9995048
Bag	Bag	0.9999919
Ankle boot	Ankle boot	0.9999112
Bag	Bag	0.99997544
Coat	Coat	0.79942745
Dress	Dress	0.94364536
Dress	Shirt	0.7699159
Bag	Bag	0.9999999
Bag	Bag	0.9999999
Pullover	Pullover	0.77431077
T-shirt/top	T-shirt/top	0.9969036
Ankle boot	Ankle boot	0.9989611
Coat	Coat	0.98173803
Coat	Coat	0.9662393
Bag	Bag	0.99999726
Trouser	Trouser	0.99999833
Dress	Dress	0.9973404
Shirt	Shirt	0.9836521
Trouser	Trouser	0.99999845
Ankle boot	Ankle boot	0.9999629
Pullover	Pullover	0.99377716
Trouser	Trouser	0.9999988
Shirt	Shirt	0.6646952
Pullover	Pullover	0.5630529
Sneaker	Sneaker	0.9882569
Ankle boot	Ankle boot	0.99999726
Coat	Pullover	0.95028836
Shirt	Shirt	0.98278207
T-shirt/top	T-shirt/top	0.91692835
Coat	Coat	0.44698882
Coat	Coat	0.993105
Pullover	Pullover	0.9997284
Coat	Coat	0.95814943
Sandal	Sandal	0.9999888
T-shirt/top	T-shirt/top	0.9995721
Pullover	Pullover	0.9969361
Bag	Bag	0.99996245
Dress	Dress	0.9973132
Sneaker	Sneaker	0.9134913
Shirt	Shirt	0.8311387
Coat	Coat	0.8961065
T-shirt/top	T-shirt/top	0.99974984
T-shirt/top	T-shirt/top	0.999833
Sandal	Sandal	0.9999379
Pullover	Pullover	0.6195409
Bag	Bag	0.9999207
Pullover	Pullover	0.9835312
Coat	Coat	0.6925425
Dress	Dress	0.923965
T-shirt/top	T-shirt/top	0.9984469
Pullover	Pullover	0.99251056
Trouser	Trouser	0.9999819
Sneaker	Sneaker	0.99889356
Sneaker	Sneaker	0.9540713
Sandal	Sandal	0.9999987
Coat	Coat	0.9767457
Sneaker	Sneaker	0.99916685
Pullover	Pullover	0.6987623
Coat	Coat	0.80265695
Sneaker	Sneaker	0.99968576
Dress	Dress	0.9356303
Dress	Dress	0.99883205
Trouser	Trouser	1.0
Dress	Dress	0.9995844
Dress	Dress	0.81476575
Shirt	Shirt	0.94473946
Shirt	T-shirt/top	0.5719528
Trouser	Trouser	0.99999964
Sneaker	Sneaker	0.8528918
T-shirt/top	T-shirt/top	0.78939414
Coat	Coat	0.8010811
Sneaker	Sneaker	0.99961495
Trouser	Trouser	0.9999995
T-shirt/top	T-shirt/top	0.9646547
Shirt	Pullover	0.5681747
Sandal	Sandal	0.9999999
Bag	Bag	0.99999726
Coat	Coat	0.99279153
Coat	Shirt	0.95210654
Sneaker	Sneaker	0.9992194
Ankle boot	Ankle boot	0.9999566
Sandal	Sandal	0.9999591
T-shirt/top	T-shirt/top	0.9959318
Sneaker	Sneaker	0.99905723
Ankle boot	Ankle boot	0.99997675
Sandal	Sandal	0.99976856
Trouser	Trouser	0.9999999
Pullover	Pullover	0.99896085
Ankle boot	Ankle boot	0.9996649
Sandal	Sandal	0.99999905
Sandal	Sandal	0.9999279
Dress	Dress	0.9992169
Ankle boot	Ankle boot	0.9998264
Ankle boot	Ankle boot	0.98673856
Trouser	Trouser	0.9999999
Pullover	Shirt	0.6316273
Sneaker	Sneaker	0.99918
Bag	Bag	0.9999902
T-shirt/top	T-shirt/top	0.99747676
Trouser	Trouser	0.9999999
Sneaker	Sneaker	0.5820019
Pullover	Pullover	0.9985044
Sneaker	Sneaker	0.8426138
Trouser	Trouser	1.0
Trouser	Trouser	0.9999999
Sandal	Sandal	0.99999976
Sandal	Sandal	0.99999964
Shirt	Shirt	0.9835308
Coat	Coat	0.91563296
Sandal	Sandal	0.99904186
Ankle boot	Ankle boot	0.9989526
Sandal	Sandal	0.9999993
Sandal	Sandal	0.9999993
Pullover	Pullover	0.9948925
Dress	Dress	0.9984427
Ankle boot	Ankle boot	0.9997774
Dress	Dress	0.99946314
Bag	Bag	0.99852127
Sandal	Sandal	0.99999905
Pullover	Shirt	0.6451158
T-shirt/top	T-shirt/top	0.96211904
T-shirt/top	T-shirt/top	0.9965635
T-shirt/top	T-shirt/top	0.8750788
Sandal	Sandal	0.99999905
Sneaker	Sneaker	0.9978377
Bag	Bag	0.97140366
Sandal	Sandal	0.99713457
Pullover	Pullover	0.9916476
Shirt	Shirt	0.85989195
Coat	Coat	0.9978531
Coat	Coat	0.7677564
Sneaker	Sneaker	0.9961727
Coat	Coat	0.5988449
T-shirt/top	T-shirt/top	0.9960127
Sandal	Sandal	0.99998903
Trouser	Trouser	0.99999857
Sneaker	Sneaker	0.9950342
Pullover	Pullover	0.9943878
Dress	Dress	0.9966186
Shirt	Pullover	0.98271954
Bag	Bag	1.0
Ankle boot	Ankle boot	0.97002375
Bag	Bag	0.99999976
Sneaker	Sneaker	0.9996575
Trouser	Trouser	1.0
Pullover	Pullover	0.99724185
Dress	Dress	0.9160365
Pullover	Pullover	0.99877244
Ankle boot	Ankle boot	0.99999475
Sneaker	Sneaker	0.9983309
Sandal	Sandal	0.90763503
Shirt	T-shirt/top	0.5014263
Trouser	Trouser	0.9869646
T-shirt/top	T-shirt/top	0.48348945
Sneaker	Sneaker	0.98834026
Trouser	Trouser	0.9999496
Pullover	Pullover	0.9355858
Shirt	Shirt	0.49463108
Ankle boot	Ankle boot	0.99987876
Dress	Dress	0.84558874
Shirt	Shirt	0.95078
Coat	Coat	0.92947245
Coat	Coat	0.9555084
Dress	Dress	0.5809547
T-shirt/top	T-shirt/top	0.99894315
T-shirt/top	T-shirt/top	0.99267393
Shirt	Pullover	0.75399387
Dress	Dress	0.99509805
Shirt	Shirt	0.9488193
Trouser	Trouser	1.0
Dress	Dress	0.9982723
Sandal	Sneaker	0.99298745
Shirt	Shirt	0.54633975
Sandal	Sandal	0.9999752
T-shirt/top	T-shirt/top	0.63557136
Ankle boot	Ankle boot	0.99913114
Trouser	Trouser	0.9999981
Trouser	Trouser	0.99999774
Bag	Bag	0.99980634
Pullover	T-shirt/top	0.9094125
Ankle boot	Ankle boot	0.9999974
Sandal	Sandal	0.9999981
T-shirt/top	T-shirt/top	0.99914765
Sandal	Sandal	0.9820186
Coat	Coat	0.8960016
Shirt	Shirt	0.8936891
Sneaker	Sneaker	0.91799814
Trouser	Trouser	1.0
Trouser	Trouser	0.99999774
Sandal	Sandal	0.9975107
Dress	Dress	0.9764746
Bag	Bag	0.9998851
Ankle boot	Ankle boot	0.5330461
Bag	Bag	0.9999976
Dress	Dress	0.97222024
Bag	Bag	0.9999794
Ankle boot	Ankle boot	0.9998921
Pullover	Shirt	0.4740018
Shirt	Shirt	0.86833566
Trouser	Trouser	0.9999969
Trouser	Trouser	0.9999969
Dress	Dress	0.9208946
Sandal	Sandal	0.9999275
Pullover	Shirt	0.73413306
Sneaker	Sneaker	0.99591994
Trouser	Trouser	0.9999995
Ankle boot	Ankle boot	0.99997723
Ankle boot	Ankle boot	0.99778533
Pullover	Pullover	0.99861073
Pullover	Pullover	0.99618226
Sneaker	Sneaker	0.9998772
T-shirt/top	T-shirt/top	0.99710065
Trouser	Trouser	0.99999714
Dress	Dress	0.72625226
Ankle boot	Sandal	0.5059424
Shirt	Shirt	0.8510087
Dress	Dress	0.99967957
Sneaker	Sneaker	0.9885554
Pullover	Pullover	0.99422485
Bag	Bag	0.9999931
Trouser	Trouser	0.9999999
Bag	Bag	0.9999976
T-shirt/top	T-shirt/top	0.9961085
Sneaker	Sneaker	0.99548256
Ankle boot	Ankle boot	0.99954885
Bag	Bag	0.9999988
Sandal	Sandal	0.9937216
Bag	Bag	0.71030504
Pullover	Pullover	0.99949765
Shirt	Shirt	0.5141017
Coat	Coat	0.9989403
T-shirt/top	T-shirt/top	0.8040175
Shirt	Shirt	0.83010036
Sandal	Sandal	0.9997464
Bag	Bag	0.99999976
Dress	Dress	0.9594406
Bag	Bag	0.99994636
Sneaker	Sneaker	0.8800718
Sandal	Sandal	0.9999435
Sneaker	Sneaker	0.9992623
Dress	Dress	0.999579
Sneaker	Sneaker	0.99915266
T-shirt/top	T-shirt/top	0.57923836
Sneaker	Sneaker	0.99767894
T-shirt/top	T-shirt/top	0.9634725
Pullover	Pullover	0.95134705
Pullover	Pullover	0.9886071
Sandal	Sandal	0.99994004
Dress	Dress	0.99636817
Sandal	Sandal	0.99999964
Trouser	Trouser	0.9999999
Trouser	Trouser	0.9999974
Sneaker	Sneaker	0.9989182
Sneaker	Sneaker	0.9967991
Shirt	Shirt	0.9796128
Dress	Dress	0.91361886
T-shirt/top	T-shirt/top	0.58256036
Coat	Coat	0.5166407
Pullover	Pullover	0.8580575
Bag	Bag	0.9548032
Shirt	Shirt	0.9091499
Dress	Dress	0.9818673
Trouser	Sandal	0.55075127
Coat	Coat	0.88147306
Ankle boot	Ankle boot	0.9999908
Ankle boot	Ankle boot	0.99985945
Coat	Pullover	0.85908794
Sandal	Sandal	0.9993575
Pullover	Pullover	0.98825586
Pullover	Pullover	0.9951526
Sneaker	Sneaker	0.99979
Bag	Bag	0.9999999
T-shirt/top	Shirt	0.92152965
Sneaker	Sneaker	0.9995504
Ankle boot	Ankle boot	0.9999368
Trouser	Trouser	1.0
Pullover	Pullover	0.9889255
Ankle boot	Ankle boot	0.99999046
Coat	Coat	0.9803674
Sneaker	Ankle boot	0.8893981
Dress	Dress	0.9996742
Coat	Pullover	0.8527016
Dress	Dress	0.99987864
Dress	Dress	0.9956957
Trouser	Trouser	0.999998
Bag	Bag	0.99999976
Bag	Bag	0.9999976
Sandal	Sneaker	0.9732353
Dress	Dress	0.9234952
Bag	Bag	0.99859136
Shirt	T-shirt/top	0.5382365
Dress	Dress	0.5257177
Coat	Coat	0.8649469
Dress	Dress	0.978957
Pullover	Pullover	0.94987637
T-shirt/top	T-shirt/top	0.9129755
Pullover	Pullover	0.49611887
Sneaker	Sneaker	0.9989034
Dress	Dress	0.99976426
Shirt	Shirt	0.6791692
Bag	Bag	1.0
Dress	Dress	0.9922355
Ankle boot	Ankle boot	0.9271974
Sneaker	Sneaker	0.993523
Dress	Dress	0.99465805
Trouser	Trouser	0.9999999
Sneaker	Sneaker	0.9959857
Sandal	Sandal	0.999974
Bag	Bag	0.98566145
Bag	Bag	0.9999995
Pullover	Pullover	0.97255695
T-shirt/top	T-shirt/top	0.9702354
Shirt	T-shirt/top	0.6744273
Shirt	Coat	0.8815334
Coat	Coat	0.96968555
Shirt	Bag	0.94780344
Sandal	Sandal	0.9939634
Sneaker	Sneaker	0.9990169
T-shirt/top	T-shirt/top	0.82400334
Shirt	Shirt	0.9984933
Shirt	Bag	0.3640733
Sneaker	Sneaker	0.9998466
Sneaker	Sneaker	0.43057567
Dress	Dress	0.99855095
Ankle boot	Ankle boot	0.99964666
Pullover	Pullover	0.9921944
Sandal	Sandal	1.0
Ankle boot	Ankle boot	0.9999949
Sneaker	Sneaker	0.99894935
Trouser	Trouser	0.9940824
Sneaker	Sneaker	0.9983662
Pullover	Pullover	0.9846431
Coat	Coat	0.987847
Sandal	Sandal	0.9999795
Trouser	Trouser	0.9999994
Dress	Coat	0.85372984
Sandal	Sandal	0.99999964
Coat	Coat	0.989911
Sandal	Sandal	1.0
T-shirt/top	T-shirt/top	0.98471236
Coat	Coat	0.79695576
Coat	Coat	0.674549
Trouser	Trouser	0.9999999
Coat	Coat	0.99618274
Coat	Coat	0.7217406
Bag	Bag	0.99963677
Coat	Coat	0.9810028
Sandal	Sandal	0.9999858
Ankle boot	Ankle boot	0.9999317
Coat	Coat	0.9543875
Trouser	Trouser	0.99997795
Trouser	Trouser	0.9999989
Sneaker	Sneaker	0.65630126
Pullover	Pullover	0.99760604
Dress	Shirt	0.6212695
Sandal	Sandal	0.99999976
T-shirt/top	Shirt	0.7509235
Dress	Dress	0.7391599
Ankle boot	Ankle boot	0.9999974
Sneaker	Sneaker	0.98400843
Sandal	Sandal	0.99903834
Dress	Dress	0.99693006
Bag	Bag	0.99999464
Bag	Bag	0.99999774
Bag	Bag	0.9995864
Ankle boot	Ankle boot	0.99010324
Trouser	Trouser	0.9999999
Trouser	Trouser	0.99999833
